Episode,Reward,Epsilon,Duration_s,VisitedPairs,TD_Error
500,38.294,0.135,6.35,149587,0.128219
501,35.13,0.134,6.75,149886,0.119119
502,26.165,0.134,6.8,150185,0.088726
503,37.26,0.133,6.12,150484,0.124271
504,42.696,0.133,5.43,150783,0.142367
505,31.112,0.132,8.71,151082,0.106595
506,40.169,0.132,10.3,151381,0.134299
507,44.275,0.131,5.78,151680,0.148073
508,35.298,0.131,6.52,151979,0.119743
509,29.437,0.13,6.71,152278,0.098931
510,39.572,0.129,6.44,152577,0.132296
511,46.55,0.129,6.16,152876,0.155774
512,35.833,0.128,7.13,153175,0.120189
513,26.465,0.128,7.66,153474,0.088549
514,31.089,0.127,7.31,153773,0.105504
515,34.39,0.127,6.71,154072,0.115036
516,26.74,0.126,7.28,154371,0.092131
517,37.384,0.126,6.51,154670,0.125017
518,35.296,0.125,6.25,154969,0.118861
519,35.738,0.125,6.29,155268,0.1192
520,43.593,0.124,5.65,155567,0.145696
521,43.705,0.124,6.14,155866,0.146075
522,37.824,0.123,6.48,156165,0.127951
523,34.513,0.123,6.7,156464,0.115451
524,42.79,0.122,6.37,156763,0.146048
525,30.889,0.122,7.78,157062,0.103453
526,25.503,0.121,7.47,157361,0.085621
527,27.679,0.121,7.3,157660,0.092888
528,34.1,0.12,6.55,157959,0.117519
529,32.65,0.12,6.91,158258,0.109581
530,42.514,0.12,6.48,158557,0.142446
531,44.199,0.119,6.09,158856,0.147381
532,43.618,0.119,6.06,159155,0.146057
533,45.626,0.118,6.02,159454,0.152472
534,43.526,0.118,6.16,159753,0.145288
535,34.909,0.117,6.72,160052,0.116423
536,44.054,0.117,6.04,160351,0.148656
537,42.868,0.116,6.17,160650,0.143289
538,41.569,0.116,6.36,160949,0.139421
539,44.309,0.115,6.42,161248,0.148078
540,39.952,0.115,6.66,161547,0.135608
541,42.816,0.114,6.6,161846,0.142779
542,28.598,0.114,7.28,162145,0.096064
543,38.333,0.113,6.79,162444,0.127841
544,29.401,0.113,7.18,162743,0.098185
545,43.855,0.113,6.27,163042,0.146231
546,43.983,0.112,6.03,163341,0.14666
547,26.403,0.112,7.55,163640,0.088636
548,34.144,0.111,7.29,163939,0.114346
549,39.564,0.111,6.7,164238,0.134457
550,28.695,0.11,7.77,164537,0.095838
551,40.422,0.11,6.79,164836,0.135465
552,40.49,0.109,7.3,165135,0.135694
553,32.973,0.109,7.66,165434,0.111704
554,40.856,0.109,7.32,165733,0.139579
555,45.649,0.108,6.63,166032,0.152226
556,29.039,0.108,7.24,166331,0.097346
557,46.041,0.107,6.42,166630,0.153743
558,29.808,0.107,9.01,166929,0.100593
559,32.181,0.106,7.67,167228,0.107366
560,44.379,0.106,6.55,167527,0.147982
561,29.543,0.106,9.07,167826,0.098908
562,26.917,0.105,8.14,168125,0.090952
563,24.924,0.105,8.87,168424,0.090805
564,37.711,0.104,6.99,168723,0.126631
565,32.8,0.104,7.3,169022,0.109412
566,27.969,0.103,7.69,169321,0.093723
567,38.816,0.103,8.61,169620,0.129778
568,42.76,0.103,6.76,169919,0.142918
569,35.818,0.102,8.05,170218,0.119801
570,27.711,0.102,8.21,170517,0.092831
571,28.809,0.101,7.74,170816,0.096379
572,44.08,0.101,6.47,171115,0.146986
573,38.741,0.101,7.07,171414,0.131015
574,37.166,0.1,7.0,171713,0.123964
575,29.256,0.1,7.57,172012,0.097934
576,38.474,0.099,7.47,172311,0.128321
577,25.265,0.099,8.34,172610,0.085176
578,41.041,0.099,7.37,172909,0.137186
579,42.01,0.098,6.62,173208,0.141153
580,44.58,0.098,6.67,173507,0.148649
581,28.838,0.097,8.18,173806,0.096541
582,38.457,0.097,7.77,174105,0.130026
583,30.499,0.097,8.46,174404,0.101858
584,41.724,0.096,6.75,174703,0.139139
585,42.828,0.096,7.58,175002,0.14301
586,30.257,0.095,7.48,175301,0.101277
587,43.061,0.095,6.73,175600,0.143924
588,35.612,0.095,9.7,175899,0.119001
589,25.034,0.094,8.78,176198,0.084691
590,38.746,0.094,7.21,176497,0.129887
591,29.782,0.094,9.67,176796,0.100292
592,42.809,0.093,7.15,177095,0.144459
593,33.496,0.093,7.67,177394,0.112403
594,29.475,0.092,7.83,177693,0.098414
595,46.333,0.092,6.83,177992,0.154496
596,35.273,0.092,7.34,178291,0.117658
597,36.449,0.091,7.43,178590,0.121579
598,34.123,0.091,7.76,178889,0.114485
599,45.309,0.091,6.84,179188,0.15142
600,26.902,0.09,8.01,179487,0.09009
601,25.96,0.09,8.16,179786,0.087134
602,33.93,0.09,7.66,180085,0.113511
603,32.722,0.089,7.55,180384,0.109156
604,27.498,0.089,8.2,180683,0.092208
605,43.43,0.088,7.41,180982,0.145166
606,40.548,0.088,7.83,181281,0.135551
607,27.199,0.088,8.69,181580,0.09814
608,22.965,0.087,8.29,181879,0.07786
609,36.982,0.087,7.46,182178,0.124182
610,40.494,0.087,7.35,182477,0.135046
611,41.019,0.086,7.22,182776,0.136792
612,32.357,0.086,7.84,183075,0.108275
613,35.736,0.086,7.56,183374,0.119517
614,29.724,0.085,8.12,183673,0.099563
615,41.284,0.085,7.65,183972,0.13768
616,34.189,0.085,7.89,184271,0.114246
617,38.084,0.084,7.94,184570,0.127025
618,25.333,0.084,7.17,184869,0.085835
619,46.266,0.084,6.14,185168,0.15427
620,40.327,0.083,6.55,185467,0.135427
621,45.017,0.083,6.64,185766,0.150118
622,45.163,0.083,7.09,186065,0.152436
623,27.502,0.082,8.34,186364,0.09183
624,31.987,0.082,7.92,186663,0.106706
625,45.268,0.082,7.07,186962,0.150953
626,43.631,0.081,6.93,187261,0.145821
627,46.128,0.081,7.07,187559,0.153822
628,21.62,0.081,8.44,187858,0.073595
629,43.344,0.08,7.07,188157,0.144669
630,41.838,0.08,7.21,188456,0.139854
